NCT_ID,Brief_Title,Has_Adverse_Events,Total_Deaths,Total_Serious_AEs,Total_Other_AEs,Unique_Serious_Events,Unique_Other_Events,Event_Groups
NCT03122431,Relevance of Monitoring Blood and Salivar Levels of Drugs Used in Rheumatic Autoimmune Diseases,True,0,0,12,0,1,3
NCT01678131,Evaluating Fine Needle Aspiration to Measure Hepatic Vaniprevir (MK-7009) Concentrations in Particip...,True,0,0,24,0,23,3
NCT01737931,A Trial to Explore Symptomatic Therapy for Application Site Reaction to SPM962 in Healthy Subject,True,0,0,41,0,7,1
NCT00096031,S0415 Cetuximab in Treating Patients With Metastatic Esophageal Cancer or Gastroesophageal Junction ...,True,0,1,52,1,35,1
NCT01192282,Typing of Human Papilloma Virus (HPV) From Female Genital Warts,True,0,0,33,0,1,3
NCT01313182,Prevention of Surgical Site Infections: Effectiveness of Nasal Povidone-Iodine and Nasal Mupirocin,True,0,0,91,0,6,2
NCT01601782,Impact of Volume Imaging Using Diagnostic Ultrasound,True,0,0,0,0,0,1
NCT04690582,Improving Treatment Outcomes for Suicidal Veterans With PTSD,True,0,0,0,0,0,2
NCT00252382,Safety and Efficacy Clinical Study of SNS-595 for Second-Line Therapy in Patients With Advanced NSCL...,True,14,6,30,9,96,1
NCT00585182,Study to Evaluate Weight-based Enoxaparin Dosing in Obese Medical Patients at Risk for DVT,True,0,0,0,0,0,1
NCT03831282,Feasibility and Performance Evaluation of INVSENSOR00024,True,0,0,0,0,0,1
NCT02282982,Observational Program to Assess Respiratory Syncytial Virus (RSV) Hospitalization Rate in Population...,True,0,17,0,33,0,1
NCT02249182,Safety and Efficacy of Ledipasvir/Sofosbuvir Fixed Dose Combination +/- Ribavirin in Adolescents and...,True,0,1,141,3,33,5
NCT03255382,A Study to Assess the Efficacy of Risankizumab Compared to FUMADERM® in Subjects With Moderate to Se...,True,0,3,99,4,21,2
NCT03814382,Acupuncture to Reduce Anxiety in Alzheimer's Disease (AD) and AD Related Dementias,True,0,0,0,0,0,1
NCT05930782,Piperaquine Granule Formulation Relative Bioavailability and Food Effect Study in Healthy Volunteers...,True,0,0,3,0,3,5
NCT00864682,Preventing Propofol-associated Injection Pain,True,0,0,0,0,0,3
NCT03927482,CARES: A Mobile Health Program for Alcohol Risk Reduction,True,0,0,0,0,0,2
NCT02033382,Biomarkers in First Episode Schizophrenia,True,0,0,1,0,2,2
NCT00319982,Treatment of Preclinical Hypertrophic Cardiomyopathy With Diltiazem,True,0,0,22,0,6,2
NCT00360282,Does a Migraine Medication Decrease Rotational Motion Sickness in People Suffering From Migraines?,True,0,0,1,0,2,4
NCT01116882,Percutaneous Coronary Intervention (PCI) Outcomes in Community Versus Tertiary Settings,True,0,0,0,0,0,2
NCT01418482,"Evaluation of Antimicrobial Soft Silicone, Silver Containing, Foam Dressing, Mepilex Border Ag, in S...",True,0,0,2,0,2,1
NCT03974282,Brain Function and Decision-Making,True,0,0,0,0,0,1
NCT00065182,Comparison of IV Topotecan/Docetaxel to Docetaxel Alone in Second-Line Stage IIIB/IV Non-Small Cell ...,True,335,107,347,73,43,2
NCT01734382,A Study of Decreased Dose Frequency in Participants With Systemic Juvenile Arthritis Who Experience ...,True,0,3,37,3,89,3
NCT00927082,"A Follow-Up Study to WV19432, to Evaluate Long Term Post-Treatment Effects of PEGASYS (Peginterferon...",True,0,25,36,24,2,4
NCT03498131,Melatonin in Patients With Multiple Sclerosis (MS).,True,0,1,29,3,144,2
NCT02901431,A Study to Investigate the Efficacy and Safety of Balovaptan (RO5285119) in Participants With Autism...,True,0,11,294,11,56,13
NCT03994731,Study of KRYSTEXXA® (Pegloticase) Plus Methotrexate in Participants With Uncontrolled Gout,True,2,19,196,24,10,5
NCT02042131,Brief Interventions for Short-Term Suicide Risk Reduction in Military Populations,True,1,1,0,1,0,3
NCT00140231,Role of Leptin in the Neuroendocrine and Immune Response to Fasting,True,0,0,0,0,0,2
NCT01216631,Seronegative Oligoarthritis of the Knee Study (SOKS),True,0,0,0,0,0,3
NCT04824131,"Safety, Tolerability and Acceptability of Long-Acting Cabotegravir (CAB LA) for the Prevention of HI...",True,0,2,129,2,72,3
NCT00374231,Single Center Pilot Study of Corticosteroid Discontinuation in Liver Transplant Recipients,True,0,9,3,8,1,1
NCT03292731,Relationship Between Plasma Concentration of Hydroxyprogesterone Caproate (17-OHPC) and Preterm Birt...,True,0,72,231,2,8,3
NCT01450631,The Use of the Prevena™ Incision Management System on Post-Surgical Cesarean Section Incisions,True,0,6,21,5,21,2
NCT03291431,Intermittent Theta Burst for the Treatment of Alcohol Use Disorders in Veterans,True,0,0,0,0,0,2
NCT02352831,Tosedostat With Capecitabine in Patients With Metastatic Pancreatic Adenocarcinoma,True,2,6,16,9,56,2
NCT02127931,Predictive Executive Functioning Models Using Interactive Tangible-Graphical Interface Devices in Ad...,True,0,0,0,0,0,1
NCT03301831,Resourcefulness Intervention With Parents of Technology-Dependent Children,True,0,0,0,0,0,2
NCT03257631,A Study of Pomalidomide Monotherapy for Children and Young Adults With Recurrent or Progressive Prim...,True,41,31,48,39,118,4
NCT01968031,A 12-week Randomized Study to Evaluate Oral Istradefylline in Subjects With Moderate to Severe Parki...,True,1,21,360,35,334,3
NCT05822531,Early Intervention to Promote Cardiovascular Health of Mothers and Children (ENRICH) During Pregnanc...,True,0,0,0,0,0,1
NCT04354831,Efficacy and Safety of Convalescent Plasma in Treating COVID-19 Hospitalized Patients,True,28,26,4,4,2,2
NCT02202031,Controlling Urgency Through Relaxation Exercises,True,0,0,22,0,1,2
NCT00904982,Randomized Trial of Interventions to Improve Warfarin Adherence,True,0,17,11,3,2,4
NCT06023082,"A Single-Group Study to Examine the Efficacy of a Gut Health Supplement to Increase Metabolism, Impr...",True,0,0,5,0,2,1
NCT01131182,Study of Sitagliptin Treatment in Patients With Type 2 Diabetes During Ramadan (0431-263),True,0,3,102,3,5,2
NCT06259331,Evaluation of Viloxazine and Its Metabolite 5-Hydroxy-viloxazine Glucuronide Into Breast Milk in Hea...,True,0,0,12,0,11,1
NCT01328782,The Post-Operative Pain Management of Pediatric Supracondylar Elbow Fractures,True,0,0,0,0,0,3
NCT02259582,"A Study of Carboplatin, Pemetrexed Plus Placebo vs Carboplatin, Pemetrexed Plus 1 or 2 Truncated Cou...",True,5,32,82,40,60,3
NCT00984282,Nexavar® Versus Placebo in Locally Advanced/Metastatic RAI-Refractory Differentiated Thyroid Cancer,True,224,292,608,172,61,4
NCT04322682,Colchicine Coronavirus SARS-CoV2 Trial (COLCORONA),True,14,247,852,48,19,2
NCT00635882,Asthma Study Comparing Anti-Inflammatory Effects of 3 Doses of Mometasone Furoate/Formoterol Fumarat...,True,0,0,21,0,20,6
NCT03493282,Effect of CT1812 Treatment on Brain Synaptic Density,True,0,4,21,5,51,3
NCT00083382,Combination Bisphosphonate and Anti-Angiogenesis Therapy With Pamidronate and Thalidomide,True,0,16,83,12,125,1
NCT02828982,Determining the Potential Benefit of Powered Prostheses,True,0,0,0,0,0,2
NCT02572882,Gut Microbiome and p-Inulin in Hemodialysis,True,0,3,3,3,3,3
NCT01050582,A Study to Evaluate the Safety and the Effects of Risperidone Compared With Other Atypical Antipsych...,True,0,0,11,0,14,2
NCT04400682,"Bioequivalence Study of Favipiravir 200 mg Film Tablet (Novelfarma, Turkey) Under Fasting Conditions",True,0,0,0,0,0,2
NCT02115282,Exemestane With or Without Entinostat in Treating Patients With Recurrent Hormone Receptor-Positive ...,True,412,198,508,70,35,2
NCT02980731,A Study Evaluating the Impact of Venetoclax on the Quality of Life for Subjects With Relapsed (Your ...,True,65,106,179,128,25,1
NCT00775931,Allogeneic Transplantation For Severe Osteopetrosis,True,0,3,7,3,45,2
NCT03890731,A Clinical Study of Regorafenib in Participants Who Have Been Treated in Previous Bayer-sponsored Re...,True,0,3,6,6,26,1
NCT01024231,Dose-escalation Study of Combination BMS-936558 (MDX-1106) and Ipilimumab in Subjects With Unresecta...,True,37,85,126,104,263,7
NCT04176731,Prepivotal Omnipod Horizon™ Automated Glucose Control System,True,0,0,4,0,4,1
NCT01347931,In-home Evaluation of a Noninvasive Open Ventilation System in Patients With Severe Respiratory Insu...,True,0,0,0,0,0,2
NCT00353431,Evaluation of an Algorithm for Intensive s.c. Insulin Therapy in Emergency Room Patients With Hyperg...,True,0,0,44,0,2,2
NCT02696031,Study of Efficacy and Safety of Secukinumab in Patients With Non-radiographic Axial Spondyloarthriti...,True,0,125,796,83,11,4
NCT03550131,Innovations in Dementia Empowerment and Action,True,6,0,0,0,0,4
NCT02675231,"A Study of Abemaciclib (LY2835219) in Women With HR+, HER2+ Locally Advanced or Metastatic Breast Ca...",True,160,53,219,67,403,3
NCT01102231,Chemoradiotherapy in Stage III Non-small Cell Lung Cancer (NSCLC),True,51,26,100,52,41,1
NCT03123731,iSTEP - an mHealth Physical Activity and Diet Intervention for Persons With HIV,True,1,1,31,1,1,3
NCT04493931,Drug-drug Interaction Study of Gepotidacin,True,0,0,26,0,4,11
NCT01435031,EXPERT CTO: Evaluation of the XIENCE PRIME™ LL and XIENCE Nano™ Everolimus Eluting Coronary Stent Co...,True,20,92,141,98,185,1
NCT02056431,Balancing Treatment Outcomes and Medication Burden Among Patients With Symptomatic Diabetic Peripher...,True,0,287,0,2,0,2
NCT02367131,Daily Use of JARDIANCE® Tablets in Japanese Elderly Patients With Type 2 Diabetes Mellitus,True,1,6,0,6,0,1
NCT01155531,Safety & Tolerability of a Combination of Antidepressant and Peptic Ulcer Drug in Overweight Healthy...,True,0,0,31,0,10,4
NCT03411031,Elotuzumab Plus Lenalidomide (Elo/Rev) for Serologic Relapse/Progression While on Lenalidomide,True,0,3,3,4,3,2
NCT01973231,Efficacy and Safety of Liraglutide Versus Lixisenatide as add-on to Metformin in Subjects With Type ...,True,0,19,173,20,8,2
NCT02174731,"Safety and Efficacy Study of Roxadustat to Treat Anemia in Patients With Chronic Kidney Disease, on ...",True,478,1210,751,771,9,2
NCT03261531,Dermatome Electrical Stimulation on Individuals With Overweight and Class I Obesity,True,0,0,0,0,0,1
NCT01255631,Pulsed Electromagnetic Fields (PEMF) and Post-Axillary Surgery Morbidity,True,0,0,0,0,0,2
NCT04971031,A Clinical Trial to Assess Subjects With Dry Eye Disease.,True,0,0,55,0,1,2
NCT00501631,ALK21-014: Efficacy and Safety of Medisorb® Naltrexone (VIVITROL®) After Enforced Abstinence,True,0,56,268,24,20,2
NCT02189382,Evaluation of the Safety and Efficacy of an Oxalate Gel or Negative Control on Dentinal Hypersensiti...,True,0,0,0,0,0,2
NCT02795182,Zanubrutinib (BGB-3111) in Combination With Tislelizumab (BGB-A317) in Participants With B-cell Mali...,True,34,47,71,71,179,4
NCT03625882,Survey Study for Velaglucerase Alfa (VPRIV) in Japan,True,14,27,32,52,11,1
NCT05466682,RELAXaHEAD for Headache Patients (Phase II),True,0,0,0,0,0,2
NCT00700882,"Dasatinib in Treating Patients With Locally Advanced or Metastatic Mucosal Melanoma, Acral Melanoma,...",True,15,35,54,30,15,1
NCT01562782,Change of Fructose to Fat in South Asians,True,0,0,1,0,1,2
NCT01924182,Intrathecal Morphine Compared to Conventional Medical Management for Pain Control and Opioid-related...,True,0,0,1,0,1,2
NCT01272882,Electrical Impedance Tomography (EIT) Monitoring in Adults With ALI or ARDS,True,0,0,0,0,0,1
NCT01132482,Effects of Sildenafil on CFTR-dependent Ion Transport Activity,True,0,1,13,2,16,2
NCT00300482,Evaluate Safety and Efficacy of ABT-335 in Combination With Rosuvastatin Calcium in Subjects With Mu...,True,0,35,637,34,24,6
NCT01167582,Myocardial Ischemia and Transfusion Pilot,True,0,17,0,3,0,2
NCT01359982,Safety and Pharmacokinetic Study of RRx-001 in Cancer Subjects,True,0,11,6,11,3,1
NCT01653782,Cost Effectiveness of Medical Yoga Therapy on Low Back Pain,True,0,0,0,0,0,3
NCT02754882,A Study Comparing SB8 and Avastin® in Patients With Advanced Non-squamous Non-small Cell Lung Cancer,True,337,156,639,115,30,2
NCT00862082,Randomized Phase 1/2 Open-Label Trial of PR104 and Sorafenib in Patients With Advanced Hepatocellula...,True,0,7,14,8,44,2
NCT01805882,Combination Therapy for Chronic Hepatitis C Infection,True,0,7,219,8,131,9
NCT03436082,Post-Market Surveillance With a Novel mHealth Platform,True,0,0,0,0,0,2
NCT01673282,Study Evaluating Changes in Total Drug Load and Seizure Frequency Using Vimpat® (Lacosamide) in Comb...,True,0,7,31,11,3,2
NCT04869982,"Efficacy, Immunogenicity and Safety Study of GSKs Recombinant Zoster Vaccine Shingrix (GSK1437173A) ...",True,24,184,2822,166,101,2
NCT03433482,A Study to Investigate the Safety and Immunogenicity of Different Formulations of GSK Biologicals' M...,True,0,13,1267,13,141,4
NCT01174082,Trial of ID-Specific Donor Vaccinated Lymphocyte Infusion for Patients With Myeloma Relapsing or Fai...,True,1,0,2,0,17,2
NCT02783482,Study of Immune Globulin Intravenous (Human) GC5107 in Subjects With Primary Humoral Immunodeficienc...,True,0,4,49,5,42,1
NCT04097431,Identifying Precursors to Severe Problem Behavior,True,0,0,0,0,0,1
NCT02897531,Comparison Between End-to-side and Side-to-side Anastomosis After Laparoscopic Right Hemicolectomy,True,0,0,14,0,4,2
NCT01076231,Proton Beam Radiation Therapy and Chemotherapy in Treating Patients With Stage III Non-Small Cell Lu...,True,0,7,21,3,21,1
NCT01115231,Complement Factor H Haplotypes and Smoking in Age-related Macular Degeneration,True,0,0,0,0,0,2
NCT01306331,Study of Contraceptive Efficacy & Safety of Phexxi™ (Previously Known as Amphora) Gel Compared to Co...,True,0,30,1650,23,14,2
NCT03538431,Improving Driving in Young People With Autism Spectrum Disorders,True,0,0,5,0,5,2
NCT00630331,Efficacy Study of Two Influenza Vaccines and Placebo in Healthy Adult Subjects,True,0,115,5039,111,9,3
NCT03255031,Ketogenic Diet (KD) in Alcoholism,True,0,0,7,0,7,2
NCT01758731,Study of Olaparib With Radiation Therapy and Cetuximab in Advanced Head and Neck Cancer With Heavy S...,True,6,4,16,4,50,1
NCT02659631,PF-06671008 Dose Escalation Study in Advanced Solid Tumors,True,16,17,27,6,95,10
NCT01087931,Pain Relief at Iliac Crest Bone Harvest Sites in Spine Surgery Using Bupivacaine,True,0,0,1,0,1,2
NCT01134731,Paliperidone and Lithium in the Treatment of Suicidality - Treatment Indication and Epigenetic Regul...,True,0,0,0,0,0,3
NCT02100631,"A Study of Live Oral Cholera Vaccine, PXVX200 in Healthy Older Adults",True,0,3,48,3,8,2
NCT02729831,Comparative Effectiveness of Decision Support Strategies for Joint Replacement Surgery,True,0,0,0,0,0,4
NCT03918031,Personalized Feedback for Distress Intolerant Smokers,True,0,0,0,0,0,2
NCT02049931,"Comparison of Treatments of Osteoporotic Compression Fracture Using Rigid Brace, Soft Brace, and no ...",True,0,1,0,1,0,3
NCT00852631,Seroquel XR in Adults With Schizophrenia,True,0,1,14,1,6,1
NCT02972931,LoViReT (Low Viral Reservoir Treated Patients),True,0,1,4,1,2,2
NCT01676831,Topical Resiquimod for the Treatment of Early Stage Cutaneous T Cell Lymphoma (CTCL),True,0,0,8,0,5,2
NCT00168831,Tiotropium / Respimat One-Year Study,True,0,191,533,156,8,3
NCT00895531,Combination of Peripheral Nerve Block and DepoDur in Total Knee Joint Replacement,True,0,1,0,1,0,2
NCT01085331,MEK Inhibitor MSC1936369B Plus FOLFIRI in Second Line K-Ras Mutated Metastatic Colorectal Cancer (mC...,True,0,8,16,16,75,2
NCT03519282,Clinical Evaluation of Investigational Multifocal Toric Contact Lenses,True,0,0,0,0,0,2
NCT02217982,Pilot Study to Assess Dimethyl Fumarate Related GI Symptom Mitigation,True,0,0,0,0,0,2
NCT02412982,Evaluation of Venous Thromboembolism Prevention in High-Risk Trauma Patients,True,0,0,0,0,0,2
NCT02579382,"Study to Evaluate the Safety, Tolerability, and Efficacy of Vesatolimod in Combination With Tenofovi...",True,0,14,145,17,24,8
NCT01352182,Pharmacokinetic and Biomarker Study of Pioglitazone in Adolescents With Severe Sepsis and Septic Sho...,True,2,2,7,9,39,2
NCT02228382,Safety And Efficacy Study Of Bosutinib In Patients With Philadelphia Chromosome Positive Chronic Mye...,True,38,138,324,96,72,6
NCT01675882,Efficacy and Safety of Several Doses of Viaskin Peanut in Adults and Children With Peanut Allergy,True,0,5,215,3,54,4
NCT00334282,Safety and Efficacy of GW786034 (Pazopanib) In Metastatic Renal Cell Carcinoma,True,0,107,345,104,33,2
NCT02991482,PembROlizuMab Immunotherapy Versus Standard Chemotherapy for Advanced prE-treated Malignant Pleural ...,True,92,45,135,36,37,2
NCT02815982,Targeting Caregivers to Enhance Health Behaviors in Pediatric Cancer Survivors,True,0,0,0,0,0,4
NCT02071082,Efficacy and Safety of E/C/F/TAF (Genvoya®) in HIV-1/Hepatitis B Co-infected Adults,True,0,12,53,18,19,2
NCT00668382,Evaluate The Toxicity And Feasibility Of Intra-Tumoral Injection,True,0,1,0,1,0,1
NCT01717482,Metformin as a Chemoprevention Agent in Non-small Cell Lung Cancer,True,0,0,1,0,8,2
NCT01662882,A Phase II Trial of Florbetapir (18F) Positron Emission Tomography (PET) Imaging in Japan of Healthy...,True,0,0,6,0,9,3
NCT02137382,"A Double-blind, Randomized, Multicenter, Cross-over Study to Compare the Effect of Creon N and Creon...",True,0,0,15,0,14,2
NCT01064882,Safety and Efficacy of Bimatoprost Ophthalmic Solution in Increasing Eyelash Prominence,True,0,1,9,1,3,3
NCT05595382,Motivations to Transplant Registry Participation,True,0,0,0,0,0,2
NCT02621931,Comparing Efficacy and Safety of 2 Dose Regimens of Subcutaneous Administration of TEV-48125 Versus ...,True,1,14,523,21,4,3
NCT01034631,BNC105P in Combination With Everolimus/Following Everolimus For Progressive Metastatic Clear Cell Re...,True,0,62,154,48,232,3
NCT00137631,"Evaluation of Many Men, Many Voices, An STD/HIV Prevention Intervention for Black MSM",True,0,0,0,0,0,2
NCT02649231,Ketamine for Reduction of Alcoholic Relapse,True,0,3,63,5,111,4
NCT02917031,Mechanistic Evaluation of Glucose-lowering Strategies in Patients With Heart Failure,True,9,65,25,48,3,3
NCT01929031,Efficacy and Safety of Ibuprofen and Caffeine in Dental Pain,True,0,1,36,1,1,4
NCT01667731,"Efficacy and Safety of Sofosbuvir Plus Ribavirin in Chronic Genotype 1, 2 and 3 Hepatitis C Virus (H...",True,0,14,200,30,32,3
NCT01496131,Tecemotide (L-BLP25) in Prostate Cancer,True,0,3,28,10,98,2
NCT00632931,"A Crossover Study to Assess the Effects of Vorinostat (MK0683, SAHA) in Patients With Advanced Cance...",True,0,11,24,17,117,1
NCT01275131,"Randomized, Double-blind, Crossover, Pharmacokinetic (PK) and Glucodynamic (GD) Study of Continuous ...",True,0,0,55,0,46,4
NCT03252431,Neulasta-controlled Trial of F-627 in Women With Breast Cancer Receiving Myelotoxic Chemotherapy,True,3,15,121,14,4,2
NCT00467831,Pilot Study of a Multi-Drug Regimen for Severe Pulmonary Fibrosis in Hermansky-Pudlak Syndrome,True,0,2,3,1,3,1
